frame ft primitives
3 67.400002 21720000.000000
4 68.500000 21720000.000000
5 78.400002 21720000.000000
6 61.000000 21720000.000000
7 71.400002 21720000.000000
8 64.699997 21720000.000000
9 73.800003 21720000.000000
10 72.699997 21720000.000000
11 63.700001 21720000.000000
12 77.199997 21720000.000000
13 55.400002 21720000.000000
14 65.800003 21720000.000000
15 63.200001 21720000.000000
16 76.699997 21720000.000000
17 65.099998 21720000.000000
18 60.000000 21720000.000000
19 66.900002 21720000.000000
20 64.300003 21720000.000000
21 74.699997 21720000.000000
22 66.099998 21720000.000000
23 68.199997 21720000.000000
24 71.199997 21720000.000000
25 69.199997 21720000.000000
26 65.500000 21720000.000000
27 65.199997 21720000.000000
28 51.400002 21720000.000000
29 73.199997 21720000.000000
30 66.900002 21720000.000000
31 67.400002 21720000.000000
32 66.000000 21720000.000000
33 66.000000 21720000.000000
34 63.599998 21720000.000000
35 54.799999 21720000.000000
36 64.400002 21720000.000000
37 73.800003 21720000.000000
38 62.799999 21720000.000000
39 64.500000 21720000.000000
40 63.400002 21720000.000000
41 70.800003 21720000.000000
42 61.099998 21720000.000000
43 66.800003 21720000.000000
44 54.799999 21720000.000000
45 69.199997 21720000.000000
46 73.300003 21720000.000000
47 56.900002 21720000.000000
48 75.800003 21720000.000000
49 64.300003 21720000.000000
50 73.400002 21720000.000000
51 63.299999 21720000.000000
52 72.599998 21720000.000000
53 63.700001 21720000.000000
54 66.599998 21720000.000000
55 71.500000 21720000.000000
56 57.599998 21720000.000000
57 67.699997 21720000.000000
58 70.500000 21720000.000000
59 75.400002 21720000.000000
60 59.400002 21720000.000000
61 69.400002 21720000.000000
62 72.099998 21720000.000000
63 69.400002 21720000.000000
64 66.500000 21720000.000000
65 78.300003 21720000.000000
66 61.099998 21720000.000000
67 70.800003 21720000.000000
68 70.099998 21720000.000000
69 63.500000 21720000.000000
70 69.300003 21720000.000000
71 67.800003 21720000.000000
72 68.099998 21720000.000000
73 66.699997 21720000.000000
74 64.599998 21720000.000000
75 69.300003 21720000.000000
76 79.300003 21720000.000000
77 72.599998 21720000.000000
78 79.599998 21720000.000000
79 71.800003 21720000.000000
80 69.199997 21720000.000000
81 62.099998 21720000.000000
82 77.099998 21720000.000000
83 62.900002 21720000.000000
84 76.599998 21720000.000000
85 66.000000 21720000.000000
86 64.199997 21720000.000000
87 77.500000 21720000.000000
88 56.200001 21720000.000000
89 72.099998 21720000.000000
90 62.500000 21720000.000000
91 70.900002 21720000.000000
92 63.500000 21720000.000000
93 79.000000 21720000.000000
94 63.900002 21720000.000000
95 75.599998 21720000.000000
96 74.400002 21720000.000000
97 60.799999 21720000.000000
98 68.400002 21720000.000000
99 67.599998 21720000.000000
100 74.000000 21720000.000000
101 64.500000 21720000.000000
102 75.500000 21720000.000000
103 63.000000 21720000.000000
104 76.699997 21720000.000000
105 72.699997 21720000.000000
106 78.500000 21720000.000000
107 66.800003 21720000.000000
108 63.400002 21720000.000000
109 76.699997 21720000.000000
110 68.500000 21720000.000000
111 63.799999 21720000.000000
112 87.300003 21720000.000000
113 69.300003 21720000.000000
114 64.300003 21720000.000000
115 71.800003 21720000.000000
116 63.900002 21720000.000000
117 75.900002 21720000.000000
118 61.299999 21720000.000000
119 77.099998 21720000.000000
120 60.799999 21720000.000000
121 84.900002 21720000.000000
122 64.500000 21720000.000000
123 64.099998 21720000.000000
124 69.400002 21720000.000000
125 82.800003 21720000.000000
126 71.199997 21720000.000000
127 63.599998 21720000.000000
128 67.300003 21720000.000000
129 70.800003 21720000.000000
130 61.099998 21720000.000000
131 78.699997 21720000.000000
132 70.500000 21720000.000000
133 69.099998 21720000.000000
134 70.800003 21720000.000000
135 69.400002 21720000.000000
136 63.700001 21720000.000000
137 78.800003 21720000.000000
138 74.099998 21720000.000000
139 62.799999 21720000.000000
140 71.400002 21720000.000000
141 77.699997 21720000.000000
142 59.700001 21720000.000000
143 74.599998 21720000.000000
144 71.199997 21720000.000000
145 64.300003 21720000.000000
146 71.000000 21720000.000000
