frame ft primitives
3 34.599998 4978500.000000
4 32.599998 4978500.000000
5 32.799999 4978500.000000
6 32.200001 4978500.000000
7 34.200001 4978500.000000
8 36.700001 4978500.000000
9 35.900002 4978500.000000
10 32.700001 4978500.000000
11 38.599998 4978500.000000
12 35.000000 4978500.000000
13 37.500000 4978500.000000
14 37.799999 4978500.000000
15 34.799999 4978500.000000
16 34.500000 4978500.000000
17 29.000000 4978500.000000
18 33.500000 4978500.000000
19 37.400002 4978500.000000
20 42.599998 4978500.000000
21 31.100000 4978500.000000
22 35.400002 4978500.000000
23 35.299999 4978500.000000
24 35.299999 4978500.000000
25 37.000000 4978500.000000
26 31.200001 4978500.000000
27 28.200001 4978500.000000
28 29.500000 4978500.000000
29 39.099998 4978500.000000
30 37.599998 4978500.000000
31 33.599998 4978500.000000
32 36.599998 4978500.000000
33 47.200001 4978500.000000
34 33.900002 4978500.000000
35 34.400002 4978500.000000
36 41.799999 4978500.000000
37 39.599998 4978500.000000
38 39.200001 4978500.000000
39 40.200001 4978500.000000
40 31.700001 4978500.000000
41 33.799999 4978500.000000
42 30.799999 4978500.000000
43 42.299999 4978500.000000
44 34.000000 4978500.000000
45 34.299999 4978500.000000
46 42.099998 4978500.000000
47 34.500000 4978500.000000
48 35.599998 4978500.000000
49 40.000000 4978500.000000
50 33.500000 4978500.000000
51 37.900002 4978500.000000
52 36.299999 4978500.000000
53 36.900002 4978500.000000
54 35.200001 4978500.000000
55 40.500000 4978500.000000
56 33.299999 4978500.000000
57 33.799999 4978500.000000
58 33.200001 4978500.000000
59 47.700001 4978500.000000
60 31.200001 4978500.000000
61 33.000000 4978500.000000
62 33.400002 4978500.000000
63 36.799999 4978500.000000
64 41.200001 4978500.000000
65 38.400002 4978500.000000
66 45.400002 4978500.000000
67 39.900002 4978500.000000
68 38.299999 4978500.000000
69 37.700001 4978500.000000
70 38.599998 4978500.000000
71 35.900002 4978500.000000
72 49.700001 4978500.000000
73 40.500000 4978500.000000
74 35.400002 4978500.000000
75 35.299999 4978500.000000
76 42.500000 4978500.000000
77 27.400000 4978500.000000
78 36.900002 4978500.000000
79 35.700001 4978500.000000
80 30.100000 4978500.000000
81 44.599998 4978500.000000
82 33.000000 4978500.000000
83 38.099998 4978500.000000
84 32.900002 4978500.000000
85 35.099998 4978500.000000
86 38.500000 4978500.000000
87 32.900002 4978500.000000
88 36.700001 4978500.000000
89 30.000000 4978500.000000
90 27.700001 4978500.000000
91 32.000000 4978500.000000
92 39.700001 4978500.000000
93 37.200001 4978500.000000
94 32.599998 4978500.000000
95 34.900002 4978500.000000
96 34.799999 4978500.000000
97 42.000000 4978500.000000
98 35.299999 4978500.000000
99 37.400002 4978500.000000
100 35.500000 4978500.000000
101 33.000000 4978500.000000
102 26.900000 4978500.000000
103 32.500000 4978500.000000
104 38.099998 4978500.000000
105 38.000000 4978500.000000
106 31.600000 4978500.000000
107 41.000000 4978500.000000
108 42.599998 4978500.000000
109 37.900002 4978500.000000
110 38.400002 4978500.000000
111 33.099998 4978500.000000
112 38.400002 4978500.000000
113 35.299999 4978500.000000
114 35.700001 4978500.000000
115 41.700001 4978500.000000
116 35.700001 4978500.000000
117 33.099998 4978500.000000
118 39.599998 4978500.000000
119 37.200001 4978500.000000
120 33.599998 4978500.000000
121 36.400002 4978500.000000
122 35.599998 4978500.000000
123 33.700001 4978500.000000
124 33.400002 4978500.000000
125 36.000000 4978500.000000
126 33.500000 4978500.000000
127 30.400000 4978500.000000
128 35.799999 4978500.000000
129 37.799999 4978500.000000
130 35.900002 4978500.000000
131 35.299999 4978500.000000
132 35.200001 4978500.000000
133 38.500000 4978500.000000
134 37.599998 4978500.000000
135 38.400002 4978500.000000
136 32.400002 4978500.000000
137 38.799999 4978500.000000
138 35.599998 4978500.000000
139 38.200001 4978500.000000
140 39.400002 4978500.000000
141 32.700001 4978500.000000
142 34.700001 4978500.000000
143 37.799999 4978500.000000
144 33.000000 4978500.000000
145 37.400002 4978500.000000
146 34.799999 4978500.000000
147 35.099998 4978500.000000
148 32.299999 4978500.000000
149 37.400002 4978500.000000
150 31.600000 4978500.000000
151 31.799999 4978500.000000
152 25.299999 4978500.000000
153 26.299999 4978500.000000
154 27.100000 4978500.000000
155 27.700001 4978500.000000
156 26.200001 4978500.000000
157 26.900000 4978500.000000
158 27.100000 4978500.000000
159 27.100000 4978500.000000
160 27.100000 4978500.000000
161 26.900000 4978500.000000
162 27.000000 4978500.000000
163 27.100000 4978500.000000
164 27.799999 4978500.000000
165 26.700001 4978500.000000
166 27.400000 4978500.000000
167 27.100000 4978500.000000
168 27.200001 4978500.000000
169 27.400000 4978500.000000
170 27.700001 4978500.000000
171 27.500000 4978500.000000
172 27.299999 4978500.000000
173 27.600000 4978500.000000
174 26.600000 4978500.000000
175 27.299999 4978500.000000
176 27.100000 4978500.000000
177 27.200001 4978500.000000
178 27.299999 4978500.000000
179 27.400000 4978500.000000
180 32.900002 4978500.000000
181 23.799999 4978500.000000
182 27.100000 4978500.000000
183 27.100000 4978500.000000
184 27.200001 4978500.000000
185 28.600000 4978500.000000
186 27.200001 4978500.000000
187 27.200001 4978500.000000
188 27.200001 4978500.000000
189 27.200001 4978500.000000
190 29.799999 4978500.000000
191 27.200001 4978500.000000
192 26.900000 4978500.000000
193 27.100000 4978500.000000
194 28.400000 4978500.000000
195 28.299999 4978500.000000
196 26.799999 4978500.000000
197 26.900000 4978500.000000
198 28.400000 4978500.000000
199 25.700001 4978500.000000
200 28.900000 4978500.000000
201 25.700001 4978500.000000
202 26.700001 4978500.000000
203 26.900000 4978500.000000
204 26.900000 4978500.000000
205 26.900000 4978500.000000
206 26.799999 4978500.000000
207 28.200001 4978500.000000
208 25.000000 4978500.000000
209 29.799999 4978500.000000
210 29.600000 4978500.000000
211 26.200001 4978500.000000
212 27.100000 4978500.000000
213 26.700001 4978500.000000
214 26.700001 4978500.000000
215 26.500000 4978500.000000
216 26.799999 4978500.000000
217 26.700001 4978500.000000
218 26.600000 4978500.000000
219 26.600000 4978500.000000
220 26.500000 4978500.000000
221 26.700001 4978500.000000
222 26.400000 4978500.000000
223 26.400000 4978500.000000
224 29.100000 4978500.000000
225 25.000000 4978500.000000
226 28.500000 4978500.000000
227 23.799999 4978500.000000
228 26.400000 4978500.000000
229 26.799999 4978500.000000
230 29.500000 4978500.000000
231 23.000000 4978500.000000
232 26.299999 4978500.000000
233 26.100000 4978500.000000
234 26.299999 4978500.000000
235 26.200001 4978500.000000
236 26.600000 4978500.000000
237 25.799999 4978500.000000
238 26.299999 4978500.000000
239 26.100000 4978500.000000
240 29.799999 4978500.000000
241 23.299999 4978500.000000
242 26.200001 4978500.000000
243 26.200001 4978500.000000
244 26.200001 4978500.000000
245 26.100000 4978500.000000
246 27.100000 4978500.000000
247 25.000000 4978500.000000
248 26.000000 4978500.000000
249 26.200001 4978500.000000
250 26.200001 4978500.000000
251 25.900000 4978500.000000
252 25.900000 4978500.000000
253 27.700001 4978500.000000
254 25.100000 4978500.000000
255 25.799999 4978500.000000
256 26.600000 4978500.000000
257 25.700001 4978500.000000
258 26.500000 4978500.000000
259 25.200001 4978500.000000
260 27.000000 4978500.000000
261 25.400000 4978500.000000
262 25.600000 4978500.000000
263 27.600000 4978500.000000
264 26.900000 4978500.000000
265 23.500000 4978500.000000
266 26.500000 4978500.000000
267 25.500000 4978500.000000
268 27.000000 4978500.000000
269 25.500000 4978500.000000
270 25.500000 4978500.000000
271 25.500000 4978500.000000
272 27.500000 4978500.000000
273 24.400000 4978500.000000
274 27.900000 4978500.000000
275 25.100000 4978500.000000
276 25.700001 4978500.000000
277 26.000000 4978500.000000
278 25.400000 4978500.000000
279 25.900000 4978500.000000
280 25.700001 4978500.000000
281 28.000000 4978500.000000
282 25.400000 4978500.000000
